name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Explosive Missive,Standard,Treasure Vault pg. 84,Common,"Consumable, Magical, Missive",Consumables,Missive,4,13 gp,,held in 1 hand,/Equipment.aspx?ID=2061
Fortifying Pebble,Standard,Character Guide pg. 110,Uncommon,"Abjuration, Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,4,13 gp,,"affixed to armor, shield, or weapon",/Equipment.aspx?ID=522
Marvelous Miniature (Horse),Standard,GM Core pg. 268,Common,"Consumable, Expandable, Magical",Consumables,Other Consumables,4,13 gp,,held in 1 hand,/Equipment.aspx?ID=3002
Phantom Roll,Standard,Treasure Vault pg. 50,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Food,4,13 gp,L,held in 1 hand,/Equipment.aspx?ID=1925
Quickmelt Slick (Moderate),Limited,Pathfinder #176: Lost Mammoth Valley pg. 78,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,4,13 gp,L,held in 2 hands,/Equipment.aspx?ID=1516
Stone Fist Elixir,Standard,"Player Core 2 pg. 288, GM Core pg. 247",Common,"Alchemical, Consumable, Elixir, Morph",Alchemical Items,Alchemical Elixirs,4,13 gp,L,held in 1 hand,/Equipment.aspx?ID=3312
Bomber's Eye Elixir (Lesser),Standard,"Player Core 2 pg. 286, GM Core pg. 246",Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,14 gp,L,held in 1 hand,/Equipment.aspx?ID=3298
Cinnamon Seers,Standard,Treasure Vault pg. 47,Common,"Alchemical, Consumable, Lozenge",Alchemical Items,Alchemical Food,4,14 gp,,held in 1 hand,/Equipment.aspx?ID=1910
Saboteur's Friend,Standard,Treasure Vault pg. 50,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Food,4,14 gp,,held in 1 hand,/Equipment.aspx?ID=1928
Timeless Salts,Standard,Player Core 2 pg. 296,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,4,14 gp,L,held in 1 hand,/Equipment.aspx?ID=3362
Acid Spitter,Standard,Guns & Gears (Remastered) pg. 78,Uncommon,"Acid, Clockwork, Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=1121
Animal Nip (Lesser),Standard,Rage of Elements pg. 200,Common,"Alchemical, Consumable, Olfactory, Plant, Wood",Consumables,Other Consumables,4,15 gp,,held in 1 hand,/Equipment.aspx?ID=2636
Animal Repellent (Lesser),Standard,Treasure Vault pg. 52,Common,"Alchemical, Consumable, Olfactory",Alchemical Items,Alchemical Tools,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=1936
Battering Ammunition,Standard,Battlecry! pg. 132,Common,"Consumable, Magical",Consumables,Magical Ammunition,4,15 gp,,,/Equipment.aspx?ID=3862
Biting Snare,Standard,Player Core 2 pg. 297,Common,"Consumable, Mechanical, Snare, Trap",Snares,,4,15 gp,,,/Equipment.aspx?ID=3364
Blessed Ampoule,Limited,Pathfinder #176: Lost Mammoth Valley pg. 80,Uncommon,"Divine, Evocation, Magical, Talisman, Uncommon",Consumables,Talismans,4,15 gp,,affixed to weapon,/Equipment.aspx?ID=1521
Bottled Catharsis (Lesser),Standard,Player Core 2 pg. 286,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3299
Camp Shroud (Minor),Standard,Knights of Lastwall pg. 89,Uncommon,"Consumable, Illusion, Magical, Uncommon",Consumables,Other Consumables,4,15 gp,,held in 1 hand,/Equipment.aspx?ID=1568
Chilled Fire Noodles (Greater),Standard,Tian Xia Character Guide pg. 105,Uncommon,"Consumable, Magical, Uncommon",Consumables,Other Consumables,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3458
Chimera Thread,Standard,Dark Archives (Remastered) pg. 62,Common,"Consumable, Magical",Consumables,Other Consumables,4,15 gp,,,/Equipment.aspx?ID=4113
Climbing Bolt,Standard,GM Core pg. 255,Common,"Consumable, Magical",Consumables,Magical Ammunition,4,15 gp,,,/Equipment.aspx?ID=2922
Clockwork Goggles (Greater),Standard,Guns & Gears (Remastered) pg. 68,Uncommon,"Clockwork, Consumable, Gadget, Uncommon",Consumables,Gadgets,4,15 gp,L,worn eyepiece,/Equipment.aspx?ID=1107
Colorful Coating (Violet),Standard,Treasure Vault pg. 52,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=1938
Conspirator's Cookie,Standard,Rival Academies pg. 29,Rare,"Consumable, Magical, Rare",Consumables,Other Consumables,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3520
Cooling Elixir (Lesser),Standard,Player Core 2 pg. 287,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3304
Dazzling Rosary,Standard,Secrets of Magic pg. 168,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=1003
Deteriorating Dust,Standard,Gods & Magic pg. 122,Uncommon,"Consumable, Evocation, Magical, Uncommon",Consumables,Other Consumables,4,15 gp,,held in 1 hand,/Equipment.aspx?ID=565
Exsanguinating Ammunition,Standard,Guns & Gears (Remastered) pg. 170,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Ammunition,4,15 gp,,,/Equipment.aspx?ID=1193
Fang Snare,Limited,Pathfinder #151: The Show Must Go On pg. 76,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=580
Feather Token (Fan),Standard,Core Rulebook pg. 570,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,4,15 gp,,,/Equipment.aspx?ID=244
Fire-Douse Snare,Standard,Monsters of Myth pg. 112,Rare,"Consumable, Mechanical, Rare, Snare, Trap",Snares,,4,15 gp,,,/Equipment.aspx?ID=1488
Fury Cocktail (Lesser),Standard,Treasure Vault pg. 48,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Food,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=1917
Harpoon Bolt,Limited,Pathfinder #179: Cradle of Quartz pg. 77,Uncommon,"Conjuration, Consumable, Magical, Uncommon",Consumables,Magical Ammunition,4,15 gp,,,/Equipment.aspx?ID=1589
Hobbling Snare,Standard,Player Core 2 pg. 299,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=3375
Impact Foam Chassis (Moderate),Standard,Guns & Gears (Remastered) pg. 70,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,4,15 gp,L,worn over armor and clothes,/Equipment.aspx?ID=1115
Irondust Stew,Standard,Highhelm pg. 73,Uncommon,"Abjuration, Consumable, Magical, Uncommon",Consumables,Other Consumables,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=2557
Irritating Thorn Snare,Limited,Pathfinder #176: Lost Mammoth Valley pg. 79,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=1519
Journeybread (Power),Standard,Treasure Vault pg. 49,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Food,4,15 gp,,held in 1 hand,/Equipment.aspx?ID=1921
Krasovnatype,Standard,Rival Academies pg. 92,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,4,15 gp,L,held in 2 hands,/Equipment.aspx?ID=3566
Leadenleg,Standard,Player Core 2 pg. 293,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,4,15 gp,L,held in 2 hands,/Equipment.aspx?ID=3339
Lion Badge,Standard,Threshold of Knowledge pg. 10,Uncommon,"Abjuration, Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,4,15 gp,,affixed to armor,/Equipment.aspx?ID=1498
Magical Lock Fulu,Standard,Secrets of Magic pg. 160,Common,"Consumable, Fulu, Magical, Transmutation",Consumables,Fulu,4,15 gp,,"affixed to a door, window, or container",/Equipment.aspx?ID=979
Minor Bloodstone Doll,Standard,Rival Academies pg. 101,Rare,"Consumable, Magical, Rare",Consumables,Other Consumables,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3574
Moderate Inflammation Flask,Limited,Pathfinder #203 Shepherd of Decay pg. 75,Uncommon,"Acid, Alchemical, Bomb, Consumable, Disease, Splash, Uncommon",Alchemical Items,Alchemical Bombs,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3731
Oak Potion,Standard,GM Core pg. 259,Common,"Consumable, Plant, Potion, Primal, Wood",Consumables,Potions,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=2945
Oxygen Ooze,Standard,Impossible Lands pg. 306,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=1813
Rainbow Vinegar,Standard,Tian Xia Character Guide pg. 105,Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Food,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3456
Rattling Bolt,,Wake the Dead #1 pg. 27,Uncommon,"Arcane, Consumable, Evocation, Magical, Uncommon",Consumables,Magical Ammunition,4,15 gp,,,/Equipment.aspx?ID=2522
Sentry Fulu,Standard,Treasure Vault pg. 78,Common,"Consumable, Fulu, Magical",Consumables,Fulu,4,15 gp,,affixed to the ground,/Equipment.aspx?ID=2042
Shrinking Potion,Standard,GM Core pg. 261,Common,"Consumable, Magical, Potion",Consumables,Potions,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=2958
Stalker Bane Snare,Standard,Player Core 2 pg. 300,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=3386
Surging Serum (Lesser),Standard,Player Core 2 pg. 288,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3313
Tar Rocket Snare,Standard,Grand Bazaar pg. 27,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,15 gp,,,/Equipment.aspx?ID=1276
Trip Snare,Standard,Player Core 2 pg. 300,Common,"Consumable, Mechanical, Snare, Trap",Snares,,4,15 gp,,,/Equipment.aspx?ID=3389
Void Salts,Limited,Wake the Dead #5 pg. 25,Uncommon,"Catalyst, Consumable, Magical, Uncommon",Consumables,Spell Catalysts,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=2783
Warning Snare,Standard,Core Rulebook pg. 591,Common,"Auditory, Consumable, Mechanical, Snare, Trap",Snares,,4,15 gp,,,/Equipment.aspx?ID=348
Witchwarg Elixir (Lesser),Standard,Player Core 2 pg. 288,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,15 gp,L,held in 1 hand,/Equipment.aspx?ID=3314
Chameleon Suit,Standard,Guns & Gears (Remastered) pg. 67,Uncommon,"Clockwork, Consumable, Gadget, Uncommon",Consumables,Gadgets,4,16 gp,L,worn over armor and clothes,/Equipment.aspx?ID=1106
Crystal Shards (Moderate),Standard,Player Core 2 pg. 284,Common,"Alchemical, Bomb, Consumable, Earth, Splash",Alchemical Items,Alchemical Bombs,4,16 gp,L,held in 1 hand,/Equipment.aspx?ID=3291
Fearflower Nectar,Standard,"Player Core 2 pg. 292, GM Core pg. 249",Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,4,16 gp,L,held in 2 hands,/Equipment.aspx?ID=3333
Glue Bullet,Standard,Guns & Gears (Remastered) pg. 170,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Ammunition,4,16 gp,,,/Equipment.aspx?ID=1195
Moderate Nail Bomb,Limited,Pathfinder #202: Severed at the Root pg. 78,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon",Alchemical Items,Alchemical Bombs,4,16 gp,L,held in 1 hand,/Equipment.aspx?ID=3722
Moderate Spider Satchel,Limited,Pathfinder #203 Shepherd of Decay pg. 76,Uncommon,"Alchemical, Bomb, Consumable, Poison, Splash, Uncommon",Alchemical Items,Alchemical Bombs,4,16 gp,L,held in 1 hand,/Equipment.aspx?ID=3732
Sniper's Bead,Standard,Guns & Gears (Remastered) pg. 186,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,16 gp,,affixed to a two-handed firearm or crossbow,/Equipment.aspx?ID=1234
Sprite Apple (Pink),Standard,Treasure Vault pg. 51,Common,"Alchemical, Consumable, Light",Alchemical Items,Alchemical Food,4,16 gp,L,held in 1 hand,/Equipment.aspx?ID=1932
Capsaicin Tonic,Limited,"Troubles in Otari pg. 60, A Few Flowers More pg. 13",Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Elixirs,4,17 gp,L,held in 1 hand,/Equipment.aspx?ID=903
Cloud Buns,Standard,Tian Xia Character Guide pg. 105,Uncommon,"Consumable, Magical, Uncommon",Consumables,Other Consumables,4,17 gp,L,held in 1 hand,/Equipment.aspx?ID=3459
Sure-Step Potion,Standard,Treasure Vault pg. 91,Common,"Consumable, Magical, Potion",Consumables,Potions,4,17 gp,L,held in 1 hand,/Equipment.aspx?ID=2094
Viper Arrow,Standard,Player Core 2 pg. 302,Common,"Consumable, Magical",Consumables,Magical Ammunition,4,17 gp,,,/Equipment.aspx?ID=3397
Anointing Oil,Standard,Knights of Lastwall pg. 88,Uncommon,"Consumable, Magical, Necromancy, Oil, Uncommon",Consumables,Oils,4,18 gp,L,held in 2 hands,/Equipment.aspx?ID=1563
Boom Snare,Limited,Pathfinder Special: Fumbus,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,18 gp,,,/Equipment.aspx?ID=1469
Breath of Freedom,Standard,Shining Kingdoms pg. 52,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,18 gp,,affixed to armor,/Equipment.aspx?ID=3761
Brightshade,Standard,Treasure Vault pg. 67,Common,"Alchemical, Consumable, Injury, Poison, Vitality",Alchemical Items,Alchemical Poisons,4,18 gp,L,held in 2 hands,/Equipment.aspx?ID=1994
Dischoran Rubble,Standard,Howl of the Wild pg. 118,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=3258
Ghost Oil,Standard,Knights of Lastwall pg. 90,Common,"Consumable, Magical, Oil, Transmutation",Consumables,Oils,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=1571
Glittering Snare,Standard,Grand Bazaar pg. 26,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon, Visual",Snares,,4,18 gp,,,/Equipment.aspx?ID=1273
Grave Token,Standard,Impossible Lands pg. 177,Uncommon,"Catalyst, Consumable, Magical, Uncommon",Consumables,Spell Catalysts,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=1794
Lesser Necrotic Cap,Limited,Pathfinder #202: Severed at the Root pg. 81,Uncommon,"Catalyst, Consumable, Magical, Uncommon",Consumables,Spell Catalysts,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=3729
Messenger Missive,Standard,Treasure Vault pg. 85,Common,"Consumable, Magical, Missive",Consumables,Missive,4,18 gp,,held in 1 hand,/Equipment.aspx?ID=2064
Mistform Elixir (Lesser),Standard,"Player Core 2 pg. 288, GM Core pg. 247",Common,"Alchemical, Consumable, Elixir, Illusion, Visual",Alchemical Items,Alchemical Elixirs,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=3310
Moderate Defoliation Bomb,Limited,Pathfinder #202: Severed at the Root pg. 78,Uncommon,"Alchemical, Bomb, Consumable, Splash, Uncommon, Void",Alchemical Items,Alchemical Bombs,4,18 gp,L,held in 1 hand,/Equipment.aspx?ID=3721
Lesser Aether Marbles,Limited,Gatewalkers (Hardcover) pg. 235,Uncommon,"Bomb, Consumable, Force, Splash, Uncommon",Alchemical Items,Alchemical Bombs,4,19 gp,L,held in 1 hand,/Equipment.aspx?ID=4032
Admonishing Band,Standard,Guns & Gears (Remastered) pg. 184,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,20 gp,,affixed to a firearm,/Equipment.aspx?ID=1226
Analysis Eye,Standard,Battlecry! pg. 134,Common,"Consumable, Magical, Whetstone",Consumables,Whetstones,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3875
Applereed Mutagen (Lesser),Standard,Legends pg. 86,Rare,"Alchemical, Consumable, Elixir, Mutagen, Polymorph, Rare",Alchemical Items,Alchemical Elixirs,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=783
Bloodhammer Reserve,Limited,Highhelm pg. 86,Uncommon,"Consumable, Magical, Polymorph, Potion, Transmutation, Uncommon",Consumables,Potions,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=2558
Bloodseeker Beak,Standard,GM Core pg. 263,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,20 gp,,affixed to a weapon,/Equipment.aspx?ID=2965
Bottled Omen,Limited,Gatewalkers (Hardcover) pg. 231,Rare,"Consumable, Fortune, Magical, Potion, Rare",Consumables,Potions,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=4025
Bottled Sunlight (Moderate),Standard,Book of the Dead pg. 18,Common,"Alchemical, Bomb, Consumable, Fire, Light, Positive, Splash",Alchemical Items,Alchemical Bombs,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=1532
Dragonbone Arrowhead,Standard,Secrets of Magic pg. 173,Common,"Consumable, Evocation, Magical, Talisman",Consumables,Talismans,4,20 gp,,affixed to a melee weapon or a ranged weapon with the thrown trait,/Equipment.aspx?ID=1020
Energized Cartridge,Standard,Guns & Gears (Remastered) pg. 184,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,20 gp,,affixed to a firearm or crossbow,/Equipment.aspx?ID=1227
Energizing Tea,Limited,Season of Ghosts (Hardcover) pg. 300,Uncommon,"Consumable, Magical, Potion, Tea, Uncommon",Consumables,Tea,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=4076
Essence of Mandragora,Standard,Howl of the Wild pg. 111,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,4,20 gp,L,held in 2 hands,/Equipment.aspx?ID=3239
Fear Gem,Standard,GM Core pg. 264,Common,"Consumable, Emotion, Fear, Magical, Mental, Talisman",Consumables,Talismans,4,20 gp,,affixed to a weapon,/Equipment.aspx?ID=2975
Featherlight Fletching,Standard,Battlecry! pg. 135,Common,"Consumable, Magical, Whetstone",Consumables,Whetstones,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3881
Galvasphere,Standard,Guns & Gears (Remastered) pg. 82,Rare,"Consumable, Gadget, Rare",Consumables,Gadgets,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=1136
Ghost Ampoule,Standard,Treasure Vault pg. 56,Common,"Alchemical, Auditory, Consumable, Emotion, Expandable, Fear, Mental",Alchemical Items,Bottled Monstrosities,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=1948
Glimmering Missive,Standard,Treasure Vault pg. 85,Common,"Consumable, Light, Magical, Missive",Consumables,Missive,4,20 gp,,held in 1 hand,/Equipment.aspx?ID=2062
Golden-Cased Bullet (Standard),Limited,Pathfinder #179: Cradle of Quartz pg. 76,Uncommon,"Consumable, Divination, Magical, Uncommon",Consumables,Magical Ammunition,4,20 gp,,,/Equipment.aspx?ID=1584
Grindlegrub Steak,Standard,Highhelm pg. 73,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Food,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=2556
Healing Vapor (Lesser),Standard,Treasure Vault pg. 54,Common,"Alchemical, Consumable, Healing",Alchemical Items,Alchemical Tools,4,20 gp,L,held in 2 hands,/Equipment.aspx?ID=1941
Invisibility Potion,Standard,GM Core pg. 259,Uncommon,"Consumable, Illusion, Magical, Potion, Uncommon",Consumables,Potions,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=2944
Lesser Quartz-Coil Rail Transport,Standard,Rival Academies pg. 93,Uncommon,"Consumable, Electricity, Gadget, Teleportation, Uncommon",Consumables,Gadgets,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3570
Limning Gem,Standard,Battlecry! pg. 136,Common,"Consumable, Light, Magical, Whetstone",Consumables,Whetstones,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3887
Magnetic Suit,Standard,Guns & Gears (Remastered) pg. 71,Common,"Aura, Consumable",Consumables,Gadgets,4,20 gp,1,worn over armor and clothes,/Equipment.aspx?ID=1117
Memory Ribbon,Standard,Shining Kingdoms pg. 101,Uncommon,"Consumable, Magical, Uncommon",Consumables,Other Consumables,4,20 gp,,worn,/Equipment.aspx?ID=3768
Mighty Counterweight,Standard,Battlecry! pg. 136,Common,"Consumable, Magical, Whetstone",Consumables,Whetstones,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3888
Mortalis Coin,Standard,Treasure Vault pg. 94,Common,"Consumable, Magical, Talisman",Consumables,Talismans,4,20 gp,,affixed to armor,/Equipment.aspx?ID=2110
Oozepick,Standard,Impossible Lands pg. 306,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=1812
Potion of Passing Fancy,Limited,"Pathfinder #205: Singer, Stalker, Skinsaw Man pg. 81",Uncommon,"Consumable, Magical, Potion, Uncommon",Consumables,Potions,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=3637
Potion Patch (Lesser),Standard,Treasure Vault pg. 97,Common,"Consumable, Magical",Consumables,Other Consumables,4,20 gp,,worn,/Equipment.aspx?ID=2123
Taster's Folly,Standard,Treasure Vault pg. 71,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Poisons,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=2017
Undead Detection Dye,Standard,Book of the Dead pg. 20,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=1544
Zerk,,Gamemastery Guide pg. 121,Common,"Alchemical, Consumable, Drug, Injury, Poison",Alchemical Items,Drugs,4,20 gp,L,held in 1 hand,/Equipment.aspx?ID=629
Clinging Ooze Snare,Limited,Pathfinder Special: Fumbus,Rare,"Acid, Consumable, Mechanical, Rare, Snare, Trap",Snares,,4,25 gp,,,/Equipment.aspx?ID=1470
Fetters (Average),Standard,NPC Core pg. 123,Common,,Adventuring Gear,,4,30 gp,L,,/Equipment.aspx?ID=3591
Ice Slick Snare,Limited,Pathfinder Special: Fumbus,Uncommon,"Cold, Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,4,40 gp,,,/Equipment.aspx?ID=1471
